date,place,title,visitor_name,type,organisation,gender,race,party,nationality,note
2017-03-28,White House,Mississippi Senator,Thad Cochran,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Maine Senator,Susan Collins,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Tennessee Senator,Bob Corker,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Montana Senator,Steve Daines,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Illinois Senator,Dick Durbin,U.S. politician,,White,White,Democrat,,
2017-03-28,White House,Wyoming Senator,Mike Enzi,U.S. politician,,White,White,Republican,,
2017-03-28,White House,New York Senator,Kirsten Gillibrand,U.S. politician,,White,White,Democrat,,
2017-03-28,White House,New Hampshire Senator,Maggie Hassan,U.S. politician,,White,White,Democrat,,
2017-03-28,White House,Nevada Senator,Dean Heller,U.S. politician,,White,White,Republican,,
2017-03-28,White House,North Dakota Senator,John Hoeven,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Wisconsin Senator,Ron Johnson,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Louisiana Senator,John Kennedy,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Maine Senator,Angus King,U.S. politician,,White,White,Independent,,
2017-03-28,White House,Arizona Senator,John McCain,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Missouri Senator,Claire McCaskill,U.S. politician,,White,White,Democrat,,
2017-03-28,White House,New Jersey Senator,Bob Menendez,U.S. politician,,Hispanic,Hispanic,Democrat,,
2017-03-28,White House,Kansas Senator,Jerry Moran,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Connecticut Senator,Chris Murphy,U.S. politician,,White,White,Democrat,,
2017-03-28,White House,Ohio Senator,Rob Portman,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Idaho Senator,James Risch,U.S. politician,,White,White,Republican,,
2017-03-28,White House,South Dakota Senator,Mark Rounds,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Nebraska Senator,Ben Sasse,U.S. politician,,White,White,Republican,,
2017-03-28,White House,South Carolina Senator,Tim Scott,U.S. politician,,Black,Black,Republican,,
2017-03-28,White House,New Hampshire Senator,Jeanne Shaheen,U.S. politician,,White,White,Democrat,,
2017-03-28,White House,Pennsylvania Senator,Pat Toomey,U.S. politician,,White,White,Republican,,
2017-03-28,White House,New Mexico Senator,Tom Udall,U.S. politician,,White,White,Democrat,,
2017-03-28,White House,Maryland Senator,Chris Van Hollen,U.S. politician,,White,White,Democrat,,
2017-03-28,White House,Mississippi Senator,Roger Wicker,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Indiana Senator,Todd Young,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Owner,Lisa Phillips,Executive,Celebrate Us,Black,Black,,,
2017-03-28,White House,National President,Chuck Canterbury,,Fraternal Order of Police,White,White,,,
2017-03-28,White House,Vice President,Jay McDonald,,Fraternal Order of Police,White,White,,,
2017-03-28,White House,Treasurer,Tom Penoza,,Fraternal Order of Police,White,White,,,
2017-03-28,White House,National Secretary,Patrick Yoes,,Fraternal Order of Police,White,White,,,
2017-03-28,White House,National Sergeant at Arms,Roger Mayberry,,Fraternal Order of Police,White,White,,,
2017-03-28,White House,President in Philadelphia,John McNesby,,Fraternal Order of Police,White,White,,,
2017-03-28,White House,Chairman of the National Trustees,Joe Perkins,,Fraternal Order of Police,White,White,,,
2017-03-28,White House,President of Chicago Lodge 7,Dean Angelo,,Fraternal Order of Police,White,White,,,
2017-03-28,White House,Executive Director,Jim Pasco,,Fraternal Order of Police,White,White,,,
2017-03-28,White House,Secretary of Homeland Security,John Kelly,Cabinet member,,White,White,,,
2017-03-28,White House,Colorado Senator,Cory Gardner,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Idaho Senator,Mike Crapo,U.S. politician,,White,White,Republican,,
2017-03-28,White House,Kansas Senator,Pat Roberts,U.S. politician,,White,White,Republican,,
2017-03-28,By phone,Prime Minister of India,Narendra Modi,Foreign leader,,Asian,Asian,,India,
2017-03-29,White House,Attorney General,Jeff Sessions,Cabinet member,,White,White,,,
2017-03-29,White House,Ambassador to the UN,Nikki Haley,Cabinet member,,Asian,Asian,,,
2017-03-29,White House,Secretary of Veterans Affairs,David Shulkin,Cabinet member,,White,White,,,
2017-03-29,White House,Small Business Adminstrator,Linda McMahon,Cabinet member,,White,White,,,
2017-03-29,By phone,Prime Minister of Iraq,Haider al-Abadi,Foreign leader,,White,White,,Iraq,
2017-03-29,White House,New Jersey Governor,Chris Christie,U.S. politician,,White,White,Republican,,
2017-03-29,White House,Florida Attorney General,Pam Bondi,U.S. politician,,White,White,Republican,,
2017-03-29,White House,,Pam Garozzo,,,White,White,,,Mother of Opiod Victim
2017-03-29,White House,,Vanessa Vitolo,,,White,White,,,Former Addict
2017-03-29,White House,Professor of Psychobiology,Bertha Madras,,Harvard Medical School,White,White,,,
2017-03-29,White House,Founder,Mariano Rivera,Celebrity/athlete,Mariano Rivera Foundation,Hispanic,Hispanic,,,Former MLB Star
2017-03-29,White House,Secretary of Homeland Security,John Kelly,Cabinet member,,White,White,,,
2017-03-29,White House,Secretary of Education,Betsy DeVos,Cabinet member,,White,White,Republican,,
2017-03-29,White House,Former Addict,A.J. Solomon,,,White,White,,,
2017-03-29,White House,Secretary of Transportation,Elaine Chao,Cabinet member,,Asian,Asian,Republican,,
2017-03-30,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-03-30,White House,Prime Minister of Denmark,Lars Rasmussen,Foreign leader,,White,White,,Denmark,
2017-03-30,By phone,Then-Director of the FBI,James B Comey,,,White,White,Independent,,
2017-03-31,White House,President,Drew Greenblatt,Executive,Marlin Steel Wire Products LLC,White,White,,,
2017-03-31,White House,President and CEO,Karen Buchwald-Wright,Executive,Ariel Corporation,White,White,,,
2017-03-31,White House,CEO,Tom Riordan,Executive,Neenah Enterprises,White,White,,,
2017-03-31,White House,CEO,Patricia Miller,Executive,"Matrix 4, Inc.",White,White,,,
2017-03-31,White House,President,Kellie Johnson,Executive,ACE Clearwater Enterprises,White,White,,,
2017-03-31,White House,President,Ed Paradowski,Executive,Apache Stainless Equipment Corp.,White,White,,,
2017-03-31,White House,President,Steve Staub,Executive,Staub Manufacturing Solutions,White,White,,,
2017-03-31,White House,CEO,Doug Magyari,Executive,IMMY Inc,White,White,,,
2017-03-31,White House,CEO,Matt Barr,Executive,Carolina Color Corporation,White,White,,,
2017-03-31,White House,President and CEO,Joe Eddy,Executive,Eagle Manufacturing Company,White,White,,,
2017-03-31,White House,President,Chuck Wetherington,Executive,"BTE Technologies, Inc.",White,White,,,
2017-03-31,White House,President and CEO,Julie Copeland,Executive,Arbill,White,White,,,
2017-03-31,White House,Director of the White House Office of Management and Budget,Mick Mulvaney,Cabinet member,,White,White,Republican,,
2017-03-31,White House,President and CEO,Jay Timmons,Executive,National Association of Manufacturers,White,White,,,
2017-03-31,White House,US Managing Editor,Gillian Tett,Media,Financial Times,White,White,,,
2017-03-31,White House,Washington Bureau Chief,Demetri Sevastopulo,Media,Financial Times,White,White,,,
2017-03-31,White House,Editor,Lionel Barber,Media,Financial Times,White,White,,,
2017-03-31,White House,Former Secretary of State,Condoleezza Rice,U.S. politician,,Black,Black,Republican,,
2017-03-31,White House,Chief of Staff for Condoleezza Rice,Gloria Godfrey,,,White,White,,,
2017-04-02,Trump National Golf Club in Virginia,Kentucky Senator,Rand Paul,U.S. politician,,White,White,Republican,,
2017-04-03,White House,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-04-03,By phone,President of Peru,Pedro Kuczynski Godard,Foreign leader,,Hispanic,Hispanic,,Peru,
2017-04-03,White House,President of Egypt,Abdel Fattah el-Sisi,Foreign leader,,White,White,,Egypt,
2017-04-03,By phone,President of Colombia,Juan Manuel Santos,Foreign leader,,Hispanic,Hispanic,,Colombia,
2017-04-03,White House,White House Correspondent,Kristen Welker,Media,NBC,Black,Black,,,
2017-04-03,By phone,President of Russia,Vladimir Putin,Foreign leader,,White,White,,Russian Federation,
2017-04-04,White House,Chairman and CEO,Stephen Schwarzman,Executive,Blackstone,White,White,,,
2017-04-04,White House,CEO,Cathy Engelbert,Executive,Deloitte,White,White,,,
2017-04-04,White House,CEO,Michael Corbat,Executive,"Citigroup, Inc.",White,White,,,
2017-04-04,White House,Managing Partner,Lee Ainslie,Executive,Maverick Capital,White,White,,,
2017-04-04,White House,President and CEO,Ajay Banga,Executive,Mastercard,Asian,Asian,,,
2017-04-04,White House,Managing Partner,William H Berkman,Executive,Associated Partners,White,White,,,
2017-04-04,White House,Chairman and CEO,Frank J Bisignano,Executive,First Data Corp.,White,White,,,
2017-04-04,White House,Presiding Partner,Michael Blair,Executive,Debevoise & Plimpton,White,White,,,
2017-04-04,White House,CEO,Jeff T Blau,Executive,The Related Companies,White,White,,,
2017-04-04,White House,CEO,Kathy Bloomgarden,Executive,Ruder Finn,White,White,,,
2017-04-04,White House,CEO,Patrick J Burke,Executive,HSBC Bank USA,White,White,,,
2017-04-04,White House,Partner and Co-Founder,Joel S Ehrenkranz,Executive,Ehrenkranz Partners,White,White,,,
2017-04-04,White House,President,Thomas W Farley,Executive,NYSE,White,White,,,
2017-04-04,White House,Chairman and CEO,John Fish,Executive,Suffolk,White,White,,,
2017-04-04,White House,Co-Founder and Managing Principal,Mark T Gallogly,Executive,Centerbridge Partners,White,White,,,
2017-04-04,White House,Managing Member and Principal,Kenneth M Garschina,Executive,Mason Capital Management,White,White,,,
2017-04-04,White House,Chairman and CEO,Gerald L Hassell,Executive,BNY Mellon,White,White,,,
2017-04-04,White House,CEO,Robin Hayes,Executive,JetBlue Airways Corporation,White,White,,,
2017-04-04,White House,CEO,Paul Horgan,Executive,Zurich Insurance Group,White,White,,,
2017-04-04,White House,Co-CEO,Jerry Jacobs,Executive,Delaware North Companies,White,White,,,
2017-04-04,White House,Chair,Brad S Karp,Executive,"Paul, Weiss, Rifkind, Wharton & Garrison",White,White,,,
2017-04-04,White House,President and CEO,Richard A Kennedy,Executive,"USA Building, SKANSKA",White,White,,,
2017-04-04,White House,CEO and Co-Founder,Jeremy M Kroll,Executive,Koch Industries,White,White,,,
2017-04-04,White House,President and CEO,David Levin,Executive,McGraw-Hill Education,White,White,,,
2017-04-04,White House,Chairman,Anthony E Mann,Executive,E-J Electric Installation Co,White,White,,,
2017-04-04,White House,Co-Founder,Heidi Messer,Executive,Collective Intelligence,White,White,,,
2017-04-04,White House,CEO,Mitchell Modell,Executive,Modell's Sporting Goods,White,White,,,
2017-04-04,White House,Managing Partner and Managing Director,Greg Mondre,Executive,Silver Lake,White,White,,,
2017-04-04,White House,President and CEO,Deanna M Mulligan,Executive,The Guardian Life Insurance Company of America,White,White,,,
2017-04-04,White House,President and Portfolio Manager,John Paulson,Executive,Paulson & Co,White,White,,,
2017-04-04,White House,CEO,Charles E Phillips,Executive,Infor,Black,Black,,,
2017-04-04,White House,Managing Partner,James D Robinson,Executive,RRE Ventures,White,White,,,
2017-04-04,White House,Managing Partner,John Romeo,Executive,Oliver Wyman,White,White,,,
2017-04-04,White House,Chairman and CEO,Michael I Roth,Executive,Interpublic Group,White,White,,,
2017-04-04,White House,President,Steven Rubenstein,Executive,Rubenstein Communications,White,White,,,
2017-04-04,White House,CEO & Vice Chairman,William C Rudin,Executive,Rudin Management Company,White,White,,,
2017-04-04,White House,Presiding Partner,Faiza Saeed,Executive,"Cravath, Swaine & Moore LLP",Asian,Asian,,,
2017-04-04,White House,Executive Chairman,Alan D Schwartz,Executive,"Guggenheim Partners, LLC",White,White,,,
2017-04-04,White House,Partner and CEO,Robert K Steel,Executive,Perella Weinberg Partners,White,White,,,
2017-04-04,White House,President and CEO,Jason Stevens,Executive,Mitsubishi Corporation,White,White,,,
2017-04-04,White House,President and CEO,Steven R Swartz,Executive,Hearst,White,White,,,
2017-04-04,White House,Chairman and CEO,Paul Taubman,Executive,PJT Partners,White,White,,,
2017-04-04,White House,Chairman and CEO,Daniel R Tishman,Executive,Tishman Reality,White,White,,,
2017-04-04,White House,Managing Director,Jennifer Warren,Executive,Canadian Imperial Bank of Commerce,White,White,,,
2017-04-04,White House,CEO,Charles Weinstein,Executive,EisnerAmper LLP,White,White,,,
2017-04-04,White House,"Chairman, CEO and Founder",Christopher J Williams,Executive,The Williams Capital Group,Black,Black,,,
2017-04-04,White House,President and CEO,Kathryn S Wylde,Executive,Partnership for New York City,White,White,,,
2017-04-04,White House,CEO,Strauss Zelnick,Executive,ZMC,White,White,,,
2017-04-04,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-04-04,White House,Secretary of Housing and Urban Development,Ben Carson,Cabinet member,,Black,Black,,,
2017-04-04,White House,Secretary of Transportation,Elaine Chao,Cabinet member,,Asian,Asian,Republican,,
2017-04-04,White House,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-04-04,White House,EPA Administrator,Scott Pruitt,Cabinet member,,White,White,,,
2017-04-04,White House,California Representative,Dana Rohrabacher,U.S. politician,,White,White,Republican,,
2017-04-04,White House,CEO,Steve Roth,Executive,Vornado Realty Trust,White,White,,,
2017-04-04,White House,Chairman,Jerry Speyer,Executive,Tishman Speyer,White,White,,,
2017-04-04,White House,Vice Chair,Beth Comstock,Executive,General Electric,White,White,,,
2017-04-04,White House,CEO,Barry M Gosin,Executive,Newmark Grubb Knight Frank,White,White,,,
2017-04-04,White House,California Representative,Kevin McCarthy,U.S. politician,,White,White,Republican,,
2017-04-05,White House,King of Jordan,King Abdullah,Foreign leader,,White,White,,Jordan,
2017-04-05,White House,Queen of Jordan,Queen Rania,Foreign leader,,White,White,,Jordan,
2017-04-05,By phone,Chancellor of Germany,Angela Merkel,Foreign leader,,White,White,,Germany,
2017-04-05,By phone,Prime Minister of Japan,Shinzō Abe,Foreign leader,,Asian,Asian,,Japan,
2017-04-05,White House,White House Correspondent,Glenn Thrush,Media,New York Times,White,White,,,
2017-04-05,White House,Political Correspondent,Maggie Haberman,Media,New York Times,White,White,,,
2017-04-06,Mar-a-Lago,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-04-06,Mar-a-Lago,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-04-06,Mar-a-Lago,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-04-06,Mar-a-Lago,Chinese First Lady,Peng Liyuan,,,Asian,Asian,,,
2017-04-06,White House,Contributor,Pete Hegseth,Media,FOX News,White,White,,,
2017-04-06,Mar-a-Lago,President of China,Xi Jinping,Foreign leader,,Asian,Asian,,China,
2017-04-07,Mar-a-Lago,Chinese First Lady,Peng Liyuan,,,Asian,Asian,,,
2017-04-07,By phone,President of South Korea,Hwang Kyo-ahn,Foreign leader,,Asian,Asian,,"Korea, Republic of",
2017-04-07,Mar-a-Lago,President of China,Xi Jinping,Foreign leader,,Asian,Asian,,China,
2017-04-07,Mar-a-Lago,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-04-07,Mar-a-Lago,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-04-07,Mar-a-Lago,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
